assembly_accession	rel_start	rel_center	rel_end	orientation	has_tandem
GCF_001590655.1	0.5802547679433722	0.5808168192695125	0.5813788705956526	+	False
GCF_001988935.1	-0.7364970304685965	-0.7359997844950529	-0.7355025385215093	-	False
GCF_001988935.1	-0.3183027083901146	-0.317805462416571	-0.3173082164430275	-	False
GCF_001988935.1	0.2183336441989128	0.2188599910631736	0.2193863379274346	+	False
GCF_001988935.1	0.5422982940859948	0.5428246409502557	0.5433509878145165	+	False
GCF_001988935.1	0.5557424476437507	0.5562687945080116	0.5567951413722725	+	False
GCF_002025085.1	0.5639193878002637	0.5644705108759871	0.5650216339517106	+	False
GCF_002076955.1	0.2722460535346602	0.2727637796314872	0.2732815057283142	+	False
GCF_002076955.1	0.7131632437569294	0.7136809698537565	0.7141986959505834	+	False
GCF_002076955.1	-0.5624099246104581	-0.5618371655985386	-0.5612644065866191	-	False
GCF_002076955.1	-0.5477036342636196	-0.5471308752517	-0.5465581162397805	-	False
GCF_002076955.1	-0.2018090277625674	-0.2012362687506479	-0.2006635097387284	-	False
GCF_002158925.1	-0.5628203066366463	-0.562294615095958	-0.5617689235552696	-	False
GCF_002158925.1	-0.5493908813123191	-0.5488651897716308	-0.5483394982309424	-	False
GCF_002158925.1	-0.2049366087702369	-0.2044109172295486	-0.2038852256888603	-	False
GCF_002158925.1	0.2842984982513886	0.2848028312075703	0.2853071641637523	+	False
GCF_002158925.1	0.6956220427895494	0.6961263757457314	0.6966307087019132	+	False
GCF_002286235.1	0.1934801806394175	0.1940434223846412	0.1946066641298651	+	False
GCF_002286235.1	0.5457184293847778	0.5462816711300016	0.5468449128752253	+	False
GCF_002286235.1	0.5600985044836772	0.560661746228901	0.5612249879741247	+	False
GCF_002286235.1	-0.7392990074441688	-0.7388024130247632	-0.7383058186053578	-	False
GCF_002286235.1	-0.3168380007089684	-0.316341406289563	-0.3158448118701575	-	False
GCF_002960215.1	0.2029156789474043	0.203451609156926	0.2039875393664478	+	False
GCF_002960215.1	0.5555222330766971	0.5560581632862189	0.5565940934957405	+	False
GCF_002960215.1	0.5692016040333103	0.5697375342428321	0.5702734644523538	+	False
GCF_002960215.1	-0.7161710873828264	-0.7156570861733347	-0.715143084963843	-	False
GCF_002960215.1	-0.2779334596114295	-0.2774194584019378	-0.2769054571924461	-	False
GCF_003433395.1	0.2029156789474043	0.203451609156926	0.2039875393664478	+	False
GCF_003433395.1	0.5555222330766971	0.5560581632862189	0.5565940934957405	+	False
GCF_003433395.1	0.5692016040333103	0.5697375342428321	0.5702734644523538	+	False
GCF_003433395.1	-0.7161685466286482	-0.7156545491236163	-0.7151405516185844	-	False
GCF_003433395.1	-0.2779314565162697	-0.2774174590112378	-0.276903461506206	-	False
GCF_004010975.1	0.2123491805889445	0.2128900311825012	0.2134308817760582	+	False
GCF_004010975.1	0.5678276282615635	0.5683684788551204	0.5689093294486771	+	False
GCF_004010975.1	0.5816443099001511	0.582185160493708	0.5827260110872649	+	False
GCF_004010975.1	-0.6941984958349657	-0.6936946455064514	-0.6931907951779372	-	False
GCF_004010975.1	-0.2831895748903347	-0.2826857245618204	-0.2821818742333061	-	False
