assembly_accession	rel_start	rel_center	rel_end	orientation	has_tandem
GCF_000599625.1	0.2015317277271441	0.2018620373307726	0.202192346934401	+	False
GCF_000599625.1	0.4974389752471427	0.4977692848507713	0.4980995944543997	+	False
GCF_000599625.1	-0.4553756145172517	-0.4550643412540697	-0.4547530679908876	-	False
GCF_000599625.1	-0.1325410038391042	-0.1322297305759221	-0.1319184573127401	-	False
GCF_000599625.1	-0.0793280214210947	-0.0790167481579127	-0.0787054748947306	-	False
GCF_000599625.1	-0.0398930722812472	-0.0395813950294042	-0.0392697177775614	-	True
GCF_000599625.1	-0.0377515283901011	-0.037440255126919	-0.037128981863737	+	True
GCF_000599625.1	-0.0314977839202009	-0.0311865106570188	-0.0308752373938368	+	False
GCF_000599645.1	0.0495947923002317	0.0499114378708924	0.0502280834415531	-	False
GCF_000599645.1	0.0637708973747801	0.0640879539065968	0.0644050104384133	+	False
GCF_000599645.1	0.2297252313711308	0.2300418769417915	0.2303585225124521	+	True
GCF_000599645.1	0.2321872996564364	0.2325039452270971	0.2328205907977578	+	True
GCF_000599645.1	0.5144802163299524	0.5147968619006131	0.5151135074712738	+	False
GCF_000599645.1	-0.1354053985445237	-0.1350899252444969	-0.1347744519444701	-	False
GCF_000599645.1	-0.1184320751796826	-0.1181166018796557	-0.117801128579629	-	False
GCF_000599645.1	-0.0645010854246831	-0.0641856121246563	-0.0638701388246296	-	False
GCF_000599645.1	-0.0262426290615396	-0.0259259274423693	-0.025609225823199	-	True
GCF_000599645.1	-0.0245987286077985	-0.0242832553077717	-0.0239677820077449	-	True
GCF_000599665.1	0.1380969733802292	0.1383959912588206	0.138695009137412	+	False
GCF_000599665.1	0.153744864207851	0.1540438820864422	0.1543428999650337	+	False
GCF_000599665.1	0.4128231905925599	0.4131222084711512	0.4134212263497426	+	False
GCF_000599665.1	-0.5089912581626805	-0.5086798857022932	-0.5083685132419059	-	False
GCF_000599665.1	-0.2115282475158814	-0.2112172786490915	-0.2109063097823016	-	False
GCF_000599665.1	0.0059694912504768	0.0062685091290681	0.0065675270076595	+	False
GCF_000599665.1	0.043233599907481	0.0435326177860724	0.0438316356646637	+	False
GCF_000599665.1	0.0718814918993514	0.0721805097779428	0.0724795276565342	+	False
GCF_000599685.1	0.1225780862667327	0.1228848785324738	0.1231916707982151	+	False
GCF_000599685.1	0.138998116013882	0.1393037183936538	0.1396093207734259	+	False
GCF_000599685.1	0.4056055528011899	0.4059111551809617	0.4062167575607338	+	False
GCF_000599685.1	-0.5087203248226149	-0.5084093459150973	-0.5080983670075797	-	False
GCF_000599685.1	-0.2116266961568576	-0.21131571724934	-0.2110047383418225	-	False
GCF_000599685.1	0.0061009419930589	0.0064065443728309	0.0067121467526028	+	False
GCF_000599685.1	0.0441852255825483	0.0444908279623201	0.0447964303420922	+	False
GCF_000599685.1	0.0599916707982151	0.0602970748636588	0.0606024789291026	-	False
GCF_000599705.1	0.1186950754308864	0.1189923569270785	0.1192896384232708	+	False
GCF_000599705.1	0.1755910902560361	0.1758847463681283	0.1761784024802206	+	False
GCF_000599705.1	0.1920526237858779	0.1923466615173492	0.1926406992488204	+	False
GCF_000599705.1	0.4464362855917314	0.4467305141328921	0.4470247426740528	+	False
GCF_000599705.1	-0.5114897389910243	-0.5111798237268372	-0.5108699084626502	-	False
GCF_000599705.1	-0.2178050469022643	-0.2174949292113861	-0.2171848115205078	-	True
GCF_000599705.1	-0.2161172131512572	-0.2158052736201584	-0.2154933340890596	-	True
GCF_000599705.1	0.0058704509061933	0.0061644886376646	0.0064585263691358	+	False
GCF_000599705.1	0.045275704736507	0.0455697424679784	0.0458637801994495	+	False
GCF_000599705.1	0.108128034828111	0.1084220725595821	0.1087161102910534	-	False
GCF_000784925.1	0.4251178270496757	0.4254161454322442	0.4257144638148126	+	False
GCF_000784925.1	-0.5098683872859918	-0.5095859148733365	-0.5093034424606812	-	False
GCF_000784925.1	-0.2025937603108846	-0.2023112878982292	-0.2020288154855739	-	False
GCF_000784925.1	0.0061305298761698	0.0064288482587382	0.0067271666413067	+	False
GCF_000784925.1	0.0490194598056148	0.0493177781881832	0.0496160965707517	+	False
GCF_000784925.1	0.1067015743699403	0.1069998927525088	0.1072982111350772	+	False
GCF_000784925.1	0.1222574938700508	0.1225558122526193	0.1228541306351877	+	False
GCF_000801165.1	0.0066879383598597	0.0070127040059346	0.0073374696520097	+	False
GCF_000801165.1	0.0454031224710008	0.0457278881170757	0.0460526537631508	+	False
GCF_000801165.1	0.102321199757216	0.1026459654032909	0.102970731049366	+	False
GCF_000801165.1	0.1198003776638791	0.1201251433099541	0.1204499089560291	+	False
GCF_000801165.1	0.3980240086323172	0.3983487742783922	0.3986735399244672	+	False
GCF_000801165.1	-0.4955481335152638	-0.4952343034030507	-0.4949204732908376	-	False
GCF_000801165.1	-0.2021322526118567	-0.2018184224996435	-0.2015045923874305	-	False
GCF_000801185.2	0.0269307975146403	0.0272569607596619	0.0275831240046835	+	False
GCF_000801185.2	0.0681310782563198	0.0684572415013415	0.0687834047463631	+	False
GCF_000801185.2	0.1261453811813332	0.1264715444263549	0.1267977076713764	+	False
GCF_000801185.2	0.1432730788540388	0.1435992420990604	0.1439254053440821	+	False
GCF_000801185.2	0.4263764258265413	0.4267025890715628	0.4270287523165845	+	False
GCF_000801185.2	-0.4988501873401661	-0.498544694011062	-0.4982392006819579	-	False
GCF_000801185.2	-0.1763709533532898	-0.1760654600241857	-0.1757599666950815	-	False
GCF_000814145.2	0.4299558927176871	0.4302818534027248	0.4306078140877627	+	False
GCF_000814145.2	-0.4868756856872306	-0.4865542730568197	-0.4862328604264088	-	False
GCF_000814145.2	-0.2107048551870283	-0.2103834425566174	-0.2100620299262064	-	False
GCF_000814145.2	0.0067019716708224	0.0070279323558601	0.007353893040898	+	False
GCF_000814145.2	0.0463118003267644	0.0466377610118022	0.04696372169684	+	False
GCF_000814145.2	0.1017851900048312	0.102111150689869	0.1024371113749068	+	False
GCF_000814145.2	0.1193371469957889	0.1196631076808267	0.1199890683658645	+	False
GCF_000819645.1	0.4106893970124669	0.411004785472401	0.4113201739323354	+	False
GCF_000819645.1	-0.4774252194856654	-0.4771260974283272	-0.476826975370989	-	False
GCF_000819645.1	-0.1948892859917644	-0.194589969699324	-0.1942906534068837	-	False
GCF_000819645.1	0.0064833715988291	0.0067987600587633	0.0071141485186975	+	False
GCF_000819645.1	0.0440901196429499	0.0444053034380822	0.0447204872332143	+	False
GCF_000819645.1	0.1008997474027013	0.1012151358626356	0.1015305243225697	+	False
GCF_000819645.1	0.1177702670343538	0.1180856554942879	0.1184010439542222	+	False
GCF_000830035.1	0.4305739543287765	0.4309163529678919	0.4312587516070072	+	False
GCF_000830035.1	-0.5283740968529089	-0.5280401437233715	-0.5277061905938341	-	False
GCF_000830035.1	-0.2283316213088535	-0.2279976681793161	-0.2276637150497787	-	False
GCF_000830035.1	0.0068515278622726	0.007193926501388	0.0075363251405034	+	False
GCF_000830035.1	0.0558623046428011	0.0562047032819164	0.0565471019210319	+	False
GCF_000830035.1	0.1147948652202527	0.1151372638593681	0.1154796624984835	+	False
GCF_000830035.1	0.1331097484292101	0.1334521470683256	0.1337945457074409	+	False
GCF_000833145.1	0.4370206241351089	0.4373674809059962	0.4377143376768834	+	False
GCF_000833145.1	-0.5282975107727789	-0.5279634896000416	-0.5276294684273043	-	False
GCF_000833145.1	-0.2281939013499571	-0.2278598801772198	-0.2275258590044825	-	False
GCF_000833145.1	0.00777895522509	0.0081258119959772	0.0084726687668645	+	False
GCF_000833145.1	0.057427866846615	0.0577747236175023	0.0581215803883895	+	False
GCF_000833145.1	0.1171277468310211	0.1174746036019083	0.1178214603727956	+	False
GCF_000833145.1	0.1356810952480847	0.136027952018972	0.1363748087898592	+	False
GCF_000833635.2	-0.444235117867206	-0.4438730387577374	-0.4435109596482687	-	False
GCF_000833635.2	-0.1333334586473232	-0.1329713795378545	-0.1326093004283858	-	False
GCF_000833635.2	-0.113837108103993	-0.1134750289945244	-0.1131129498850557	-	False
GCF_000833635.2	-0.0522164598672548	-0.0518543807577862	-0.0514923016483175	-	False
GCF_000833635.2	-0.0081767378387472	-0.0078146587292785	-0.0074525796198098	-	False
GCF_000833635.2	0.2099255927942495	0.2102500452675417	0.2105744977408338	+	False
GCF_000833635.2	0.5058763585526177	0.5062008110259097	0.506525263499202	+	False
GCF_000931565.1	0.4217293309700657	0.4220384466944877	0.4223475624189098	+	False
GCF_000931565.1	-0.5165362210071119	-0.5162302594220681	-0.5159242978370243	-	False
GCF_000931565.1	-0.1986860131279558	-0.198380051542912	-0.1980740899578682	-	False
GCF_000931565.1	0.0063459993885887	0.0066551151130107	0.0069642308374328	+	False
GCF_000931565.1	0.0522800744926771	0.0525891902170991	0.0528983059415211	+	False
GCF_000931565.1	0.1160778690793607	0.1163869848037828	0.1166961005282047	+	False
GCF_000931565.1	0.1322329268224187	0.1325420425468406	0.1328511582712628	+	False
GCF_000952955.1	0.4229846220294602	0.4233312787380887	0.423677935446717	+	False
GCF_000952955.1	-0.5066086603243389	-0.506282586247757	-0.5059565121711751	-	False
GCF_000952955.1	-0.2110568947421877	-0.2107308206656059	-0.2104047465890239	-	False
GCF_000952955.1	0.0071405433129673	0.0074872000215957	0.0078338567302241	+	False
GCF_000952955.1	0.0493075864054781	0.0496542431141064	0.0500008998227349	+	False
GCF_000952955.1	0.1083040141092204	0.1086506708178489	0.1089973275264772	+	False
GCF_000952955.1	0.1269699369224262	0.1273165936310547	0.1276632503396831	+	False
GCF_000953515.1	0.4706092649360814	0.470923354748239	0.4712374445603965	+	False
GCF_000953515.1	-0.4560467036317749	-0.4556852618049105	-0.4553238199780461	-	False
GCF_000953515.1	-0.1288393518909435	-0.1284779100640791	-0.1281164682372146	-	False
GCF_000953515.1	-0.1093773161830242	-0.1090151707056207	-0.1086530252282173	-	False
GCF_000953515.1	-0.0478637169636071	-0.0475022751367427	-0.0471408333098783	-	False
GCF_000953515.1	-0.0033362417555611	-0.0029750344788763	-0.0026138272021916	-	False
GCF_000953515.1	0.2026859672580224	0.2030000570701799	0.2033141468823376	+	False
GCF_000967155.2	0.3933678680582407	0.3936714512853265	0.3939750345124123	+	False
GCF_000967155.2	-0.5043188300992326	-0.5040374213388557	-0.5037560125784786	-	False
GCF_000967155.2	-0.2105196840040759	-0.2102382752436988	-0.2099568664833218	-	False
GCF_000967155.2	0.0060689082737651	0.0063722946245687	0.0066756809753723	+	False
GCF_000967155.2	0.0443987516468701	0.0447021379976737	0.0450055243484773	+	False
GCF_000967155.2	0.0983897095129832	0.0986930958637868	0.0989964822145904	+	False
GCF_000967155.2	0.1146839781294075	0.114987364480211	0.1152907508310147	+	False
GCF_000971615.1	-0.3876711987338459	-0.3873511292781509	-0.3870310598224559	-	False
GCF_000971615.1	-0.120275496512676	-0.1199554270569811	-0.119635357601286	-	False
GCF_000971615.1	-0.1030507333973056	-0.1027306639416106	-0.1024105944859157	-	False
GCF_000971615.1	-0.0469619364513623	-0.0466418669956673	-0.0463217975399723	-	False
GCF_000971615.1	-0.0077070066340158	-0.0073869371783208	-0.0070668677226258	-	False
GCF_000971615.1	0.198494565164756	0.198805490361924	0.1991164155590923	+	False
GCF_000971615.1	0.5085247174434483	0.5088356426406164	0.5091465678377847	+	False
GCF_000987875.1	0.4168562170019887	0.4171673447137565	0.4174784724255241	+	False
GCF_000987875.1	-0.4941885571693264	-0.4939007306795768	-0.4936129041898273	-	False
GCF_000987875.1	-0.1996451198374275	-0.1993572933476779	-0.1990694668579284	-	False
GCF_000987875.1	0.0063957843305504	0.0067069120423182	0.0070180397540859	+	False
GCF_000987875.1	0.0442201112468326	0.0445312389586003	0.0448423666703681	+	False
GCF_000987875.1	0.0973262399176248	0.0976373676293926	0.0979484953411603	+	False
GCF_000987875.1	0.1140350700087826	0.1143461977205504	0.1146573254323181	+	False
GCF_000988355.1	0.413148609239183	0.4134894266968221	0.4138302441544608	+	False
GCF_000988355.1	-0.5042120435618194	-0.5038873107657036	-0.5035625779695877	-	False
GCF_000988355.1	-0.2102013722647426	-0.2098766394686266	-0.2095519066725108	-	False
GCF_000988355.1	0.0070061099435981	0.0073469274012369	0.0076877448588759	+	False
GCF_000988355.1	0.0484628712444282	0.048803688702067	0.049144506159706	+	False
GCF_000988355.1	0.1064650926399795	0.1068059100976184	0.1071467275552573	+	False
GCF_000988385.1	0.0070376713012306	0.0073794199454355	0.0077211685896403	+	False
GCF_000988385.1	0.1042987588381167	0.1046405074823215	0.1049822561265264	+	False
GCF_000988425.1	0.1182934139075135	0.11863679004588	0.1189801661842465	+	False
GCF_000988465.1	0.0070551324788205	0.0073977290361364	0.0077403255934523	+	False
GCF_001007915.1	-0.4761607523407531	-0.4758580797476484	-0.4755554071545437	-	False
GCF_001007915.1	-0.1926627920908371	-0.1923601194977324	-0.1920574469046277	-	False
GCF_001007915.1	0.0065894764890543	0.0069102695411056	0.0072310625931569	+	False
GCF_001007915.1	0.0471018294155362	0.0474226224675875	0.0477434155196389	+	False
GCF_001007915.1	0.104762559016762	0.1050833520688132	0.1054041451208646	+	False
GCF_001007915.1	0.1219883756755181	0.1223091687275694	0.1226299617796208	+	False
GCF_001007915.1	0.3869555261339129	0.3872763191859643	0.3875971122380155	+	False
GCF_001021595.1	-0.498411306081052	-0.4981095834622328	-0.4978078608434136	-	False
GCF_001021595.1	-0.1966385633225906	-0.1963368407037714	-0.1960351180849522	-	False
GCF_001021595.1	0.0062590058188461	0.0065736097710558	0.0068882137232652	+	False
GCF_001021595.1	0.0546079781602385	0.0549225821124481	0.0552371860646577	+	False
GCF_001021595.1	0.1094919748431165	0.1098065787953261	0.1101211827475357	+	False
GCF_001021595.1	0.1258934364346899	0.1262080403868997	0.1265226443391091	+	False
GCF_001021595.1	0.4048273026416524	0.4051419065938619	0.4054565105460716	+	False
GCF_001039415.1	0.4217590335337776	0.4221068765010745	0.4224547194683713	+	False
GCF_001039415.1	-0.5330025323985181	-0.5326655353245537	-0.5323285382505893	-	False
GCF_001039415.1	-0.230225204144561	-0.2298882070705966	-0.2295512099966322	-	False
GCF_001039415.1	0.007154143416942	0.0075019863842389	0.0078498293515358	+	False
GCF_001039415.1	0.0569442187189627	0.0572920616862595	0.0576399046535565	+	False
GCF_001039415.1	0.1168138396807338	0.1171616826480308	0.1175095256153276	+	False
GCF_001039415.1	0.1354199396861513	0.1357677826534482	0.136115625620745	+	False
GCF_001043215.1	-0.2099340586072753	-0.2096097394250058	-0.2092854202427364	-	True
GCF_001043215.1	0.0074004256612952	0.0077350909959605	0.0080697563306258	+	False
GCF_001043215.1	0.0481097163705859	0.0484443817052513	0.0487790470399166	+	False
GCF_001043215.1	0.1050640663684142	0.1053987317030795	0.1057333970377448	+	False
GCF_001043215.1	0.1230847413456109	0.1234194066802762	0.1237540720149415	+	False
GCF_001043215.1	0.4082795465404161	0.4086142118750815	0.4089488772097467	+	False
GCF_001043215.1	-0.509338961319939	-0.5090146421376696	-0.5086903229554001	-	False
GCF_001043215.1	-0.2121792481182752	-0.2118549289360057	-0.2115306097537363	-	True
GCF_001183645.1	0.4157754302647347	0.4161188220125473	0.4164622137603602	+	False
GCF_001183645.1	-0.5052049628126543	-0.5048799163021056	-0.5045548697915568	-	False
GCF_001183645.1	-0.2109111005176276	-0.2105860540070788	-0.2102610074965301	-	False
GCF_001183645.1	0.0070585833898225	0.0074019751376352	0.0077453668854479	+	False
GCF_001183645.1	0.0488284792759403	0.0491718710237529	0.0495152627715658	+	False
GCF_001183645.1	0.107268807773266	0.1076121995210788	0.1079555912688915	+	False
GCF_001183645.1	0.1257589269598398	0.1261023187076526	0.1264457104554653	+	False
GCF_001183665.1	0.4157858450250085	0.4161292306513007	0.4164726162775928	+	False
GCF_001183665.1	-0.5048076232937729	-0.5044823160356846	-0.5041570087775963	-	False
GCF_001183665.1	-0.2102776827821476	-0.2099523755240592	-0.2096270682659708	-	False
GCF_001183665.1	0.007072718869898	0.0074161044961902	0.0077594901224823	+	False
GCF_001183665.1	0.048841870139177	0.0491852557654692	0.0495286413917613	+	False
GCF_001183665.1	0.1072811568418861	0.1076245424681783	0.1079679280944704	+	False
GCF_001183665.1	0.1257709464117873	0.1261143320380795	0.1264577176643716	+	False
GCF_001183685.1	0.4162619713081253	0.416605761576875	0.416949551845625	+	False
GCF_001183685.1	-0.5051268193199427	-0.5048014845904076	-0.5044761498608724	-	False
GCF_001183685.1	-0.210572006434914	-0.2102466717053789	-0.2099213369758437	-	False
GCF_001183685.1	0.0070698985182884	0.0074136887870384	0.0077574790557881	+	False
GCF_001183685.1	0.0488882701705164	0.0492320604392662	0.049575850708016	+	False
GCF_001183685.1	0.1073964211901523	0.1077402114589021	0.108084001727652	+	False
GCF_001183685.1	0.1259079989576975	0.1262517892264474	0.1265955794951972	+	False
GCF_001276585.2	0.4203661485070357	0.4207135067584961	0.4210608650099564	+	False
GCF_001276585.2	-0.5049246133585467	-0.5045993871142027	-0.5042741608698589	-	False
GCF_001276585.2	-0.2105182515026676	-0.2101930252583237	-0.2098677990139798	-	False
GCF_001276585.2	0.0071432725430095	0.0074906307944697	0.0078379890459301	+	False
GCF_001276585.2	0.0493956507410835	0.0497430089925439	0.0500903672440041	+	False
GCF_001276585.2	0.109113319036269	0.1094606772877293	0.1098080355391897	+	False
GCF_001276585.2	0.1278170168125	0.1281643750639602	0.1285117333154206	+	False
GCF_001280325.1	0.2013275659858193	0.2016369325452416	0.2019462991046638	+	False
GCF_001280325.1	0.5170826151251138	0.517391981684536	0.5177013482439583	+	False
GCF_001280325.1	-0.4688005098390332	-0.4684992590912823	-0.4681980083435314	-	False
GCF_001280325.1	-0.134396149620553	-0.1340948988728021	-0.1337936481250513	-	False
GCF_001280325.1	-0.1186908397095794	-0.1183893934714017	-0.118087947233224	-	False
GCF_001280325.1	-0.0530862073684251	-0.0527849566206742	-0.0524837058729234	-	False
GCF_001280325.1	-0.0067886005622304	-0.0064873498144796	-0.0061860990667287	-	False
GCF_001280345.1	0.1910447350698791	0.1913390573055515	0.191633379541224	+	False
GCF_001280345.1	0.5258336997240897	0.5261280219597622	0.5264223441954345	+	False
GCF_001280345.1	-0.4269671910397161	-0.4266622308825626	-0.4263572707254091	-	False
GCF_001280345.1	-0.1229393406523771	-0.1226341824691474	-0.1223290242859179	-	False
GCF_001280345.1	-0.1070303217527684	-0.1067251635695388	-0.1064200053863092	-	False
GCF_001280345.1	-0.0537577428195744	-0.0534527826624209	-0.0531478225052674	-	False
GCF_001280345.1	-0.0068683364225401	-0.0065631782393105	-0.0062580200560809	-	False
GCF_001280385.1	0.1889382123575285	0.189246350729854	0.1895544891021795	+	False
GCF_001280385.1	0.5184571085782843	0.5187652469506099	0.5190733853229355	+	False
GCF_001280385.1	-0.473899194428288	-0.4735795461616902	-0.4732598978950923	-	False
GCF_001280385.1	-0.1462985104100375	-0.1459788621434397	-0.1456592138768418	-	False
GCF_001280385.1	-0.1296340701492079	-0.1293144218826101	-0.1289947736160122	-	False
GCF_001280385.1	-0.0738323192815319	-0.073512671014934	-0.0731930227483362	-	False
GCF_001280385.1	-0.0247064670590119	-0.0243868187924141	-0.0240671705258162	-	False
GCF_001280405.1	0.1858880926107816	0.1861995303171773	0.186510968023573	+	False
GCF_001280405.1	0.4976920060953674	0.4980034438017631	0.4983148815081588	+	False
GCF_001280405.1	-0.4425355858054346	-0.4422376032690289	-0.4419396207326232	-	False
GCF_001280405.1	-0.1363638473122787	-0.136065864775873	-0.1357678822394673	-	False
GCF_001280405.1	-0.1208273743271705	-0.1205293917907648	-0.1202314092543591	-	False
GCF_001280405.1	-0.0688070875368659	-0.0685091050004602	-0.0682111224640545	-	False
GCF_001280405.1	-0.0230102075938557	-0.0227120316878612	-0.0224138557818667	-	False
GCF_001308125.1	-0.1250843189279129	-0.1247446183582035	-0.1244049177884941	-	False
GCF_001308125.1	-0.1067929532743078	-0.1064532527045984	-0.1061135521348891	-	False
GCF_001308125.1	-0.0489808101142152	-0.0486411095445058	-0.0483014089747964	-	False
GCF_001308125.1	-0.007659906162402	-0.0073202055926926	-0.0069805050229832	-	False
GCF_001308125.1	0.2094846872353603	0.2098093119472848	0.2101339366592093	+	False
GCF_001308125.1	0.5033974999052037	0.5037221246171282	0.5040467493290528	+	False
GCF_001308125.1	-0.4148672015462658	-0.4145275009765564	-0.4141878004068471	-	False
GCF_001308165.1	-0.1250840431905947	-0.1247443433697252	-0.1244046435488557	-	False
GCF_001308165.1	-0.1067927178586875	-0.106453018037818	-0.1061133182169484	-	False
GCF_001308165.1	-0.0489807021403513	-0.0486410023194818	-0.0483013024986123	-	False
GCF_001308165.1	-0.0076598892768163	-0.0073201894559468	-0.0069804896350773	-	False
GCF_001308165.1	0.2094846872353603	0.2098093119472848	0.2101339366592093	+	False
GCF_001308165.1	0.5033974999052037	0.5037221246171282	0.5040467493290528	+	False
GCF_001308165.1	-0.4148662870082123	-0.4145265871873428	-0.4141868873664733	-	False
GCF_001420935.1	0.1940555544618776	0.1943589188337893	0.1946622832057011	+	False
GCF_001420935.1	0.4204575073331102	0.4207608717050219	0.4210642360769336	+	False
GCF_001420935.1	-0.4569504318437852	-0.456661096507698	-0.456371761171611	-	False
GCF_001420935.1	-0.1079628238828389	-0.1076734885467517	-0.1073841532106646	-	False
GCF_001420935.1	-0.0923672549755914	-0.0920779196395042	-0.0917885843034172	-	False
GCF_001420935.1	-0.042199399173864	-0.0419100638377769	-0.0416207285016898	-	False
GCF_001420935.1	-0.0065219677055951	-0.0062326323695081	-0.0059432970334209	-	False
GCF_001420955.1	-0.4133774760023092	-0.4130637900107398	-0.4127501040191704	-	False
GCF_001420955.1	-0.13844564825317	-0.1381319622616006	-0.1378182762700313	-	False
GCF_001420955.1	-0.1219808995561577	-0.1216672135645884	-0.121353527573019	-	False
GCF_001420955.1	-0.0545418718890939	-0.0542281858975246	-0.0539144999059552	-	False
GCF_001420955.1	-0.0070720822317343	-0.0067583962401649	-0.0064447102485956	-	False
GCF_001420955.1	0.212543857374152	0.2128293239573337	0.2131147905405155	+	False
GCF_001420955.1	0.5153407259483752	0.5156261925315571	0.5159116591147387	+	False
GCF_001442495.1	-0.5082674993948965	-0.507961773330212	-0.5076560472655274	-	False
GCF_001442495.1	-0.2126615427956972	-0.2123558167310126	-0.212050090666328	-	False
GCF_001442495.1	0.0067593547651978	0.0070881686326507	0.0074169825001034	+	False
GCF_001442495.1	0.0459374950656582	0.046266308933111	0.0465951228005638	+	False
GCF_001442495.1	0.1055469043059893	0.1058757181734422	0.1062045320408949	+	False
GCF_001442495.1	0.1231351388721151	0.1234639527395677	0.1237927666070207	+	False
GCF_001442495.1	0.4232041449751224	0.4235329588425751	0.423861772710028	+	False
GCF_001455405.1	-0.1120295621826261	-0.111694667300372	-0.1113597724181178	-	False
GCF_001455405.1	-0.0548727313189898	-0.0545378364367357	-0.0542029415544815	-	False
GCF_001455405.1	-0.0073060132715844	-0.0069711183893302	-0.0066362235070761	-	False
GCF_001455405.1	0.2230802650615622	0.2234077957794302	0.2237353264972983	+	False
GCF_001455405.1	0.5221784483522232	0.5225061899720345	0.5228339315918457	+	False
GCF_001455405.1	-0.441329780672964	-0.4409948857907099	-0.4406599909084557	-	False
GCF_001455405.1	-0.1298046525589591	-0.129469757676705	-0.1291348627944508	-	False
GCF_001469815.1	-0.5325595247244724	-0.5322634382157185	-0.5319673517069646	-	False
GCF_001469815.1	-0.2160605315338856	-0.2157644450251318	-0.2154683585163779	-	False
GCF_001469815.1	0.0063209206902141	0.0066285814224826	0.0069362421547511	+	False
GCF_001469815.1	0.0520387864151714	0.0523464471474399	0.0526541078797084	+	False
GCF_001469815.1	0.1035704616947414	0.10387812242701	0.1041857831592784	+	False
GCF_001469815.1	0.1196494783942705	0.119957139126539	0.1202647998588074	+	False
GCF_001469815.1	0.4240842651001325	0.4243919258324009	0.4246995865646694	+	False
GCF_001485455.1	0.0074309723291818	0.0077506755052181	0.0080703786812544	+	False
GCF_001485455.1	0.0534043305361552	0.0537240337121915	0.0540437368882279	+	False
GCF_001485455.1	0.1152217715165839	0.1155414746926202	0.1158611778686565	+	False
GCF_001485455.1	0.4215256293650583	0.4218453325410944	0.4221650357171309	+	False
GCF_001485455.1	-0.5265405905801893	-0.5262494568400371	-0.5259583230998848	-	False
